filename,year,part,line_count,total_tokens,total_words,total_chars,file_size_mb,tokens_per_line,words_per_token
CC-MAIN-2018-17-part-00012.jsonl,2018,12,304841,240218023,155385643,961327824,944.9894618988037,788.0108745214718,0.6468525594351427
CC-MAIN-2018-09-part-00015.jsonl,2018,15,308549,238089892,154609145,952821843,936.6271295547485,771.6437000281965,0.6493729897613629
CC-MAIN-2018-26-part-00001.jsonl,2018,1,297861,239921358,155148640,960132354,942.5809898376465,805.4809390957527,0.6466645624771764
CC-MAIN-2019-04-part-00021.jsonl,2019,21,298297,232765454,149922325,931509344,916.3313207626343,780.3144315899925,0.6440918204296759
CC-MAIN-2020-24-part-00015.jsonl,2020,15,296828,241871493,156076144,967930304,950.7072458267212,814.8540333122212,0.6452854036833519
CC-MAIN-2020-16-part-00025.jsonl,2020,25,284618,234977057,151884670,940335361,923.6836919784546,825.5874786556016,0.6463808507057777
CC-MAIN-2022-05-part-00008.jsonl,2022,8,273532,238227729,153818680,953322781,935.6485080718994,870.9318434406212,0.6456791602122858
CC-MAIN-2013-48-part-00010.jsonl,2013,10,342271,240590168,156545784,962872223,948.293529510498,702.9230288280339,0.6506740707708388
CC-MAIN-2021-43-part-00022.jsonl,2021,22,273601,237542644,152989614,950581845,933.0043573379517,868.2082448529062,0.6440511540319472
CC-MAIN-2019-51-part-00002.jsonl,2019,2,275693,231693573,149576141,927186763,910.7824802398682,840.4042648888437,0.6455774282526171
CC-MAIN-2019-51-part-00003.jsonl,2019,3,274402,231734009,149375178,927347812,910.8405752182007,844.5055393182265,0.6445975653060056
CC-MAIN-2020-29-part-00028.jsonl,2020,28,288831,241234993,155952639,965372610,947.9884996414185,835.2115700876983,0.6464760234847023
CC-MAIN-2019-09-part-00016.jsonl,2019,16,298875,239657640,153354581,959078060,943.6452836990356,801.8657967377666,0.6398902242382092
CC-MAIN-2019-04-part-00012.jsonl,2019,12,301448,232786518,149872355,931597948,916.3307733535767,772.2277739444282,0.6438188787204593
CC-MAIN-2021-25-part-00017.jsonl,2021,17,262085,242010144,156419476,968433070,949.0246496200562,923.4032623003988,0.6463343784465497
CC-MAIN-2020-45-part-00005.jsonl,2020,5,292545,237197357,152900053,949228406,932.7288465499878,810.8063955972585,0.6446111159661868
CC-MAIN-2024-10-part-00073.jsonl,2024,73,220460,242519269,151532248,970408168,948.9508647918701,1100.0601877891681,0.624825600971113
CC-MAIN-2020-34-part-00001.jsonl,2020,1,289913,240242944,154638547,961407000,944.2814645767212,828.6725465915637,0.6436757077036153
CC-MAIN-2021-43-part-00017.jsonl,2021,17,275430,237527901,153108092,950524158,933.0015964508057,862.3893584576844,0.6445899254589043
CC-MAIN-2018-26-part-00023.jsonl,2018,23,294808,239895366,155094220,960023961,942.1619033813477,813.7342473745624,0.6465077778951345
CC-MAIN-2024-10-part-00077.jsonl,2024,77,220282,242536685,151380773,970477588,948.9570055007935,1101.0281593593666,0.6241561889905438
CC-MAIN-2022-05-part-00017.jsonl,2022,17,275110,238208443,153789384,953245664,935.6410388946533,865.8661735305877,0.6456084514183236
CC-MAIN-2024-22-part-00021.jsonl,2024,21,219192,242069494,150356077,968606485,947.0917224884033,1104.371938756889,0.6211277369795304
CC-MAIN-2017-39-part-00008.jsonl,2017,8,302038,237344563,154549032,949830922,933.7739191055298,785.810272217403,0.6511589313297225
CC-MAIN-2017-51-part-00002.jsonl,2017,2,311979,239283195,156233391,957600516,941.484335899353,766.9849412941255,0.6529225380829606
CC-MAIN-2021-04-part-00001.jsonl,2021,1,287742,238699049,154043564,955228809,938.0581007003784,829.5592892243747,0.6453463666711131
CC-MAIN-2021-04-part-00024.jsonl,2021,24,289008,238649803,153968846,955033495,938.0780305862427,825.7550067818191,0.645166449184121
CC-MAIN-2018-43-part-00020.jsonl,2018,20,276991,234657336,149840010,939044380,920.9248571395874,847.1659223584882,0.6385481594319301
CC-MAIN-2020-10-part-00005.jsonl,2020,5,296990,242298966,156211064,969641274,952.9914484024048,815.8489040035018,0.644703799520135
CC-MAIN-2019-47-part-00002.jsonl,2019,2,275251,233664411,150890163,935070736,917.7410135269165,848.9139403671558,0.6457558613836148
CC-MAIN-2024-26-part-00080.jsonl,2024,80,217644,241329223,149724073,965642748,944.3394842147827,1108.8255270074067,0.620414184153736
CC-MAIN-2020-50-part-00007.jsonl,2020,7,295150,239743136,154601019,959415502,942.6952047348022,812.2755751312892,0.6448610858247887
CC-MAIN-2018-09-part-00011.jsonl,2018,11,308145,238080103,154712650,952782688,936.6660795211792,772.6236122604618,0.6498344382856723
CC-MAIN-2024-18-part-00025.jsonl,2024,25,218695,242545348,150992677,970509436,948.9363842010498,1109.0575824778803,0.6225337993289404
CC-MAIN-2023-06-part-00020.jsonl,2023,20,259595,239460859,154864679,958232442,939.6252841949463,922.4401818216837,0.6467223062955771
CC-MAIN-2015-18-part-00001.jsonl,2015,1,312833,239797441,154609641,959658471,943.6238689422607,766.5349915130437,0.6447510046614717
CC-MAIN-2016-22-part-00005.jsonl,2016,5,262887,211370388,135313131,845875446,830.7696981430054,804.035148181538,0.6401707083018648
CC-MAIN-2018-09-part-00008.jsonl,2018,8,308512,238078987,154653811,952778272,936.6599807739258,771.7008965615601,0.6495903437290751
CC-MAIN-2024-10-part-00047.jsonl,2024,47,221487,242518351,151440993,970405901,948.9392499923706,1094.955238907927,0.6244516853077233
CC-MAIN-2022-05-part-00012.jsonl,2022,12,274787,238216061,153686814,953276919,935.6284732818604,866.9116843227664,0.6451572297637815
CC-MAIN-2018-30-part-00010.jsonl,2018,10,293465,235257951,152810779,941471568,925.0162811279297,801.6559078595403,0.6495456512753527
CC-MAIN-2017-13-part-00002.jsonl,2017,2,290977,236690322,153410228,947198106,930.8975887298584,813.4330960866323,0.6481474472792343
CC-MAIN-2020-45-part-00016.jsonl,2020,16,295178,237207055,153014153,949272094,932.7934417724609,803.6068236792715,0.6450657759736531
CC-MAIN-2024-18-part-00059.jsonl,2024,59,219100,242523941,150883435,970424852,948.9258089065552,1106.9098174349613,0.6221383108729872
CC-MAIN-2015-35-part-00004.jsonl,2015,4,294837,218998493,140877220,876437226,862.4608135223389,742.7781893045989,0.6432794037537053
CC-MAIN-2013-20-part-00014.jsonl,2013,14,316331,237048387,154539967,948668446,933.1205701828003,749.3681839592073,0.6519342694367289
CC-MAIN-2024-30-part-00010.jsonl,2024,10,220679,242085853,149773203,968674075,947.2557249069214,1097.004486154097,0.6186780480724745
CC-MAIN-2023-23-part-00008.jsonl,2023,8,243015,242252865,155877200,969376594,949.4183645248413,996.8638355657058,0.643448324130243
CC-MAIN-2020-05-part-00000.jsonl,2020,0,278262,235091307,152134653,940782027,923.9636297225952,844.8559523039438,0.6471300659364662
CC-MAIN-2019-09-part-00002.jsonl,2019,2,298588,239618900,153536460,958923029,943.6468162536621,802.50679866572,0.6407527119104545
CC-MAIN-2018-09-part-00000.jsonl,2018,0,308149,238081327,154540287,952786567,936.6628408432007,772.6175551437778,0.6491071305226722
CC-MAIN-2022-33-part-00006.jsonl,2022,6,273358,242126615,155833082,968916377,951.4049081802368,885.7491458087928,0.6436016214078737
CC-MAIN-2024-30-part-00055.jsonl,2024,55,223630,242039248,149686254,968492410,947.2513732910156,1082.3201180521396,0.6184379402798342
CC-MAIN-2023-50-part-00060.jsonl,2023,60,225629,241354318,152146377,965756043,945.0650081634521,1069.6954646787426,0.6303859746979956
CC-MAIN-2023-14-part-00033.jsonl,2023,33,253782,241863697,156347874,967835642,948.6499147415161,953.0372406238425,0.6464296872134556
CC-MAIN-2020-16-part-00009.jsonl,2020,9,283952,235030892,151853726,940550213,923.6933860778809,827.7134586127232,0.6461011346542479
CC-MAIN-2022-05-part-00001.jsonl,2022,1,276864,238203331,153672135,953227657,935.638500213623,860.3622392221451,0.645130084264019
CC-MAIN-2023-23-part-00013.jsonl,2023,13,243563,242262422,155983074,969415143,949.4357004165649,994.6601987986681,0.6438599627308275
CC-MAIN-2019-51-part-00019.jsonl,2019,19,275286,231775424,149477895,927514767,910.7749214172363,841.9441017705223,0.6449255594933136
CC-MAIN-2022-21-part-00003.jsonl,2022,3,272052,241748317,156272561,967401312,949.1479110717773,888.6106957493421,0.6464266760541708
CC-MAIN-2021-25-part-00005.jsonl,2021,5,262672,242034268,156412035,968532006,949.0674896240234,921.4315496132058,0.6462392135315318
CC-MAIN-2021-17-part-00016.jsonl,2021,16,240651,242367570,156874022,969831270,948.5973920822144,1007.1330266651707,0.6472566523648358
CC-MAIN-2020-45-part-00025.jsonl,2020,25,294959,237154723,152451298,949060511,932.7965478897095,804.0260612491905,0.6428347539171716
CC-MAIN-2018-30-part-00015.jsonl,2018,15,293221,235324609,152938491,941738534,925.0322198867798,802.5503255223875,0.6499043667804416
CC-MAIN-2017-13-part-00000.jsonl,2017,0,288674,236726884,153464468,947340545,930.8827819824219,820.0492042927316,0.6482764669854735
CC-MAIN-2013-48-part-00017.jsonl,2013,17,340889,240602898,156617594,962923370,948.2858982086182,705.8100965416895,0.6509381029982441
CC-MAIN-2022-27-part-00002.jsonl,2022,2,275961,242414755,156349067,970072684,952.3482656478882,878.4384568834001,0.6449651424889545
CC-MAIN-2023-23-part-00046.jsonl,2023,46,241986,242307273,155825382,969591933,949.4391622543335,1001.3276511864323,0.6430899909471558
CC-MAIN-2019-35-part-00011.jsonl,2019,11,281500,238302963,153961909,953634853,936.4452991485596,846.5469378330373,0.6460763519755313
CC-MAIN-2019-13-part-00019.jsonl,2019,19,295656,240233495,154676401,961376638,945.12340259552,812.5439531076656,0.6438585968205641
CC-MAIN-2020-10-part-00014.jsonl,2020,14,301396,242266639,156200027,969519093,952.9946537017822,803.8150439952753,0.6447442687311149
CC-MAIN-2017-22-part-00007.jsonl,2017,7,274884,232089163,151140088,928768975,911.6693744659424,844.3167408797893,0.6512156192316485
CC-MAIN-2023-14-part-00034.jsonl,2023,34,253154,241919972,156515128,968060039,948.8763952255249,955.6237389099125,0.6469706767327172
CC-MAIN-2022-33-part-00033.jsonl,2022,33,276685,242176713,156122870,969120915,951.4243412017822,875.2795164175868,0.6446650797510824
CC-MAIN-2018-17-part-00006.jsonl,2018,6,305132,240180882,155254406,961180223,945.014139175415,787.1376387923915,0.6464061781570108
CC-MAIN-2014-42-part-00001.jsonl,2014,1,311124,231056599,148637809,924693287,909.7155323028564,742.6511583805814,0.6432960999309091
CC-MAIN-2018-30-part-00018.jsonl,2018,18,296551,235264822,152785610,941504513,925.0014972686768,793.3368021014935,0.6494196994738125
CC-MAIN-2014-23-part-00000.jsonl,2014,0,336354,233459355,150786374,934342504,920.2673835754395,694.0882373927469,0.6458784827877212
CC-MAIN-2024-26-part-00018.jsonl,2024,18,217747,241406213,149706807,965952182,944.5141820907593,1108.654599144879,0.6201447971846524
CC-MAIN-2018-26-part-00020.jsonl,2018,20,296861,239941955,155079826,960213691,942.5996656417847,808.2636486436413,0.6463222573976277
CC-MAIN-2020-40-part-00026.jsonl,2020,26,300264,236970369,152646208,948332579,932.3443937301636,789.2067280792902,0.6441573629823736
CC-MAIN-2021-43-part-00004.jsonl,2021,4,273476,237565969,153216452,950674249,933.0014476776123,868.6903750237681,0.6449427611410118
CC-MAIN-2018-17-part-00019.jsonl,2018,19,305082,240257382,155426312,961487196,944.9641675949097,787.5173953232246,0.6469158645872534
CC-MAIN-2016-26-part-00000.jsonl,2016,0,266848,208761558,134678531,835447505,821.5597982406616,782.323862273654,0.645130896177734
CC-MAIN-2023-40-part-00077.jsonl,2023,77,224327,242073097,152934604,968629450,947.5448999404907,1079.108163529134,0.6317703449714612
CC-MAIN-2020-05-part-00012.jsonl,2020,12,278614,235085220,152057700,940757391,923.958794593811,843.7667166761182,0.6468194810375574
CC-MAIN-2024-22-part-00010.jsonl,2024,10,217460,242105979,150471893,968749774,947.0862846374512,1113.3356893221742,0.6215125030018362
CC-MAIN-2018-09-part-00005.jsonl,2018,5,306425,238090980,154737906,952823496,936.6608991622925,776.995937015583,0.6499108282052516
CC-MAIN-2015-11-part-00001.jsonl,2015,1,282036,220880583,142597247,883945300,868.7232608795166,783.1645002765605,0.6455852527336003
CC-MAIN-2023-06-part-00047.jsonl,2023,47,257776,239457105,155126446,958215453,939.6115589141846,928.9348310160759,0.6478256136939432
CC-MAIN-2022-33-part-00024.jsonl,2022,24,275559,242224221,156054010,969310680,951.3725233078003,879.0285238370004,0.6442543580313548
CC-MAIN-2022-21-part-00026.jsonl,2022,26,271872,241711408,156275286,967253560,949.1489763259888,889.0632650659134,0.6465366582945891
CC-MAIN-2023-14-part-00026.jsonl,2023,26,256034,241786915,156251870,967531342,948.654634475708,944.3547146082161,0.6462379074566545
CC-MAIN-2019-43-part-00023.jsonl,2019,23,294429,236962708,152249614,948292488,932.245813369751,804.8212234528528,0.6425045328229453
CC-MAIN-2013-20-part-00006.jsonl,2013,6,315938,237063771,154509707,948729407,933.1087446212769,750.3490273408074,0.651764317880525
CC-MAIN-2019-18-part-00005.jsonl,2019,5,291958,232620660,149897321,930920878,915.7000427246094,796.7606984566273,0.6443852450594887
CC-MAIN-2023-06-part-00036.jsonl,2023,36,257965,239435236,155064385,958128239,939.6213388442993,928.1694648498827,0.6476255859016506
CC-MAIN-2020-34-part-00023.jsonl,2020,23,293615,240215833,154699528,961303832,944.2826595306396,818.1320198218756,0.644002212793359
CC-MAIN-2020-16-part-00006.jsonl,2020,6,285483,234949745,151883760,940227464,923.6932458877563,822.9903181625526,0.646452116813321
CC-MAIN-2023-14-part-00046.jsonl,2023,46,254715,241779172,156212200,967499183,948.6575307846069,949.2145024831675,0.646094527943871
CC-MAIN-2024-22-part-00034.jsonl,2024,34,218026,242113342,150362830,968779572,947.0873584747314,1110.4792180749084,0.6210431393739548
CC-MAIN-2018-05-part-00015.jsonl,2018,15,304179,239858057,155892482,959889208,943.5453577041626,788.5424601961345,0.6499363996765803
CC-MAIN-2022-21-part-00041.jsonl,2022,41,271592,241768883,156162108,967482393,949.1403541564941,890.1914747120682,0.6459148342923849
CC-MAIN-2022-21-part-00014.jsonl,2022,14,271775,241770023,156267941,967488143,949.1477670669556,889.5962579339528,0.6463495310996434
CC-MAIN-2024-18-part-00016.jsonl,2024,16,217396,242552060,150880491,970533988,948.9262084960938,1115.7153765478665,0.6220540489328353
CC-MAIN-2018-30-part-00004.jsonl,2018,4,296136,235276993,152929837,941551648,925.0142240524292,794.489670286625,0.6499991140230188
CC-MAIN-2024-22-part-00035.jsonl,2024,35,218348,242112715,150264525,968779740,947.0833978652954,1108.8387115979995,0.6206387177972045
CC-MAIN-2024-18-part-00072.jsonl,2024,72,219010,242514870,150974239,970388337,948.9207429885864,1107.3232729099127,0.622536007792017
CC-MAIN-2017-13-part-00008.jsonl,2017,8,290226,236713638,153537014,947289555,930.9153003692627,815.6183043559157,0.6486192147492575
CC-MAIN-2024-26-part-00028.jsonl,2024,28,218951,241358738,149753527,965762704,944.5106573104858,1102.3413366460989,0.6204603497719647
CC-MAIN-2022-21-part-00001.jsonl,2022,1,269960,241778705,156222362,967519534,949.1541223526001,895.6093680545266,0.6461378060569892
CC-MAIN-2013-20-part-00004.jsonl,2013,4,314667,237054771,154454356,948690446,933.1201810836792,753.3512284414953,0.6515555681433638
CC-MAIN-2024-22-part-00029.jsonl,2024,29,217632,242109212,150524851,968763447,947.1164312362671,1112.4706476988679,0.6217229396459314
CC-MAIN-2021-49-part-00009.jsonl,2021,9,280762,242114259,155802089,968877060,951.7075824737549,862.3469664698214,0.6435064570071439
CC-MAIN-2024-30-part-00076.jsonl,2024,76,220742,242096032,149659325,968715272,947.2500638961792,1096.737512571237,0.6181816519818053
CC-MAIN-2021-04-part-00017.jsonl,2021,17,291184,238616639,154083414,954902490,938.061505317688,819.4702971317105,0.6457362514438904
CC-MAIN-2013-20-part-00010.jsonl,2013,10,318504,237006746,154535789,948504667,933.1238965988159,744.1248649938462,0.6520311831123997
CC-MAIN-2017-39-part-00001.jsonl,2017,1,303749,237309363,154621501,949693230,933.7773361206055,781.2679646681964,0.6515608952184495
CC-MAIN-2020-29-part-00006.jsonl,2020,6,288962,241248471,155723338,965427115,948.0203828811646,834.8795724005232,0.6454894298583969
CC-MAIN-2023-40-part-00027.jsonl,2023,27,227331,242059263,153185826,968578533,947.6053524017334,1064.7877456220226,0.6328443047436694
CC-MAIN-2020-34-part-00015.jsonl,2020,15,292760,240194136,154806080,961215945,944.2654218673706,820.4472468916518,0.6445039940525442
CC-MAIN-2014-35-part-00009.jsonl,2014,9,332967,234839338,151764031,939857105,925.4646844863892,705.2931311511351,0.6462462051396176
CC-MAIN-2024-18-part-00066.jsonl,2024,66,218664,242521026,150944309,970411700,948.9262962341309,1109.1035835802875,0.6223967937526373
CC-MAIN-2021-49-part-00028.jsonl,2021,28,280859,242108967,155948884,968857314,951.6995029449463,862.0302963408685,0.6441268406221402
CC-MAIN-2021-25-part-00002.jsonl,2021,2,261127,242022862,156364364,968483218,949.0249109268188,926.8396680542418,0.6460727003550598
CC-MAIN-2019-47-part-00020.jsonl,2019,20,274609,233650223,150766993,935013386,917.7675151824951,850.8469241721866,0.645267918276286
CC-MAIN-2022-33-part-00018.jsonl,2022,18,275677,242204614,156064518,969231915,951.3435573577881,878.5811438748971,0.6443498966539093
CC-MAIN-2019-22-part-00003.jsonl,2019,3,294509,236324368,152456784,945740358,929.7595252990723,802.4351310146719,0.6451166474715803
CC-MAIN-2017-13-part-00012.jsonl,2017,12,288919,236769704,153593897,947512697,930.8811540603638,819.5020195971881,0.6487058707477203
CC-MAIN-2023-06-part-00007.jsonl,2023,7,260491,239425151,154922030,958091964,939.615122795105,919.1302233090587,0.6470582950577318
CC-MAIN-2017-22-part-00015.jsonl,2017,15,272274,232055609,150848288,928630629,911.4612226486206,852.2870674394177,0.6500523243116265
CC-MAIN-2015-35-part-00001.jsonl,2015,1,294595,219050484,140986513,876643943,862.4788131713867,743.5648398648992,0.6436256630229586
CC-MAIN-2022-05-part-00036.jsonl,2022,36,272732,238215183,153689052,953270606,935.6341590881348,873.440531364123,0.6451690025148397
CC-MAIN-2020-05-part-00003.jsonl,2020,3,277501,235063142,151937401,940667875,923.959150314331,847.0713330762773,0.646368459586063
CC-MAIN-2024-10-part-00020.jsonl,2024,20,220807,242538296,151478819,970484298,948.9564208984375,1098.4176045143497,0.6245562927513929
CC-MAIN-2021-21-part-00008.jsonl,2021,8,249800,240542699,155282084,962545038,942.5945796966553,962.9411489191353,0.6455489384859692
CC-MAIN-2024-22-part-00075.jsonl,2024,75,218746,242133110,150389512,968860670,947.0943174362183,1106.9144578643725,0.6211026323496196
CC-MAIN-2019-30-part-00010.jsonl,2019,10,296527,242477560,156373296,970355406,953.6479034423828,817.7250638221815,0.6448980103560923
CC-MAIN-2022-49-part-00014.jsonl,2022,14,260585,240281510,155309295,961515982,943.2533569335938,922.0849626801236,0.6463639045717666
CC-MAIN-2016-44-part-00008.jsonl,2016,8,350932,237622596,153693395,951015733,937.1354579925537,677.118632669577,0.6467962120908737
CC-MAIN-2024-26-part-00036.jsonl,2024,36,219294,241327655,149652417,965639436,944.4824333190918,1100.4754120039763,0.6201212911135278
CC-MAIN-2014-52-part-00005.jsonl,2014,5,325949,239456608,154152809,958315345,943.0606575012207,734.6444014247628,0.643760931416852
CC-MAIN-2024-26-part-00007.jsonl,2024,7,218493,241410129,149776050,965968432,944.520357131958,1104.8872458156554,0.6204215648300324
CC-MAIN-2021-25-part-00010.jsonl,2021,10,261939,242022751,156417410,968484397,949.0222749710083,923.9660798888291,0.6462921744080167
CC-MAIN-2020-34-part-00018.jsonl,2020,18,291705,240197771,154624198,961229653,944.2797403335571,823.426993023774,0.6437370228552204
CC-MAIN-2018-22-part-00020.jsonl,2018,20,296862,232528149,150831176,930558161,914.1944570541382,783.2870121470582,0.6486577072438657
CC-MAIN-2019-13-part-00018.jsonl,2019,18,295315,240156570,154334416,961068744,945.1171398162842,813.2217124087838,0.6426408238592015
CC-MAIN-2019-43-part-00009.jsonl,2019,9,292954,236988023,152488231,948391029,932.2155532836914,808.9598469384272,0.643442774321131
CC-MAIN-2023-50-part-00048.jsonl,2023,48,224089,241460787,152172616,966178693,945.0700416564941,1077.5218194556628,0.6302166819327065
CC-MAIN-2023-50-part-00047.jsonl,2023,47,226153,241375490,152041822,965840946,945.025333404541,1067.3105817742855,0.6298975177637133
CC-MAIN-2021-43-part-00021.jsonl,2021,21,275067,237534225,153070609,950550380,933.0042114257812,863.5504258962362,0.6444149637804826
CC-MAIN-2019-26-part-00007.jsonl,2019,7,282132,232480376,150139020,930345119,913.9881505966187,824.0127883402096,0.6458137352634014
CC-MAIN-2014-23-part-00012.jsonl,2014,12,338973,233407140,150749495,934135340,920.3115196228027,688.5714791443567,0.645864967969703
CC-MAIN-2023-40-part-00074.jsonl,2023,74,225328,242091131,153126707,968701748,947.566445350647,1074.394354008379,0.6325167979821615
CC-MAIN-2013-48-part-00021.jsonl,2013,21,339171,240634384,156518494,963047463,948.292028427124,709.4780626881426,0.6504411023821101
CC-MAIN-2024-10-part-00018.jsonl,2024,18,220950,242515162,151469439,970392412,948.957426071167,1097.602000452591,0.6245771924148809
CC-MAIN-2022-27-part-00027.jsonl,2022,27,274601,242410204,156369482,970053436,952.3467617034912,882.7724735161197,0.6450614677920077
CC-MAIN-2024-10-part-00062.jsonl,2024,62,220626,242536609,151513132,970477528,948.9581480026245,1099.3110920743702,0.6247021124963448
CC-MAIN-2015-40-part-00004.jsonl,2015,4,294280,223046704,143332195,892629035,877.8556318283081,757.9404104934076,0.6426106839041208
CC-MAIN-2023-06-part-00021.jsonl,2023,21,259148,239450221,154994322,958190472,939.5962629318237,923.9902333801534,0.6472924574999661
CC-MAIN-2015-22-part-00003.jsonl,2015,3,294610,229062476,148122314,916691678,901.2149696350098,777.5108652116357,0.6466459133184258
CC-MAIN-2018-22-part-00014.jsonl,2018,14,293553,232603289,150755475,930854049,914.195408821106,792.3723790933835,0.6481227142063326
CC-MAIN-2022-33-part-00010.jsonl,2022,10,274830,242208635,156107354,969246420,951.4160404205322,881.3034785139905,0.6445160553421228
CC-MAIN-2024-10-part-00063.jsonl,2024,63,221878,242524936,151538233,970432986,948.9720687866211,1093.0553547444993,0.6248356787526377
CC-MAIN-2024-18-part-00012.jsonl,2024,12,219474,242552040,150958771,970536201,948.8881311416626,1105.1515897099428,0.6223768350907294
CC-MAIN-2024-26-part-00091.jsonl,2024,91,218777,241387426,149617399,965878151,944.5168380737305,1103.3491911855451,0.6198226704650308
CC-MAIN-2023-50-part-00042.jsonl,2023,42,226133,241391820,152051287,965907364,945.0797491073608,1067.4771926255787,0.6298941157161001
CC-MAIN-2021-17-part-00026.jsonl,2021,26,241906,242406299,157046223,969987898,948.578122138977,1002.0681545724373,0.6478636225538017
CC-MAIN-2019-51-part-00001.jsonl,2019,1,277183,231673789,149552110,927110439,910.7771596908569,835.8152880948687,0.6455288301949428
CC-MAIN-2016-44-part-00007.jsonl,2016,7,352257,237628787,153686522,951042995,937.1507043838501,674.5892544363916,0.6467504376900262
CC-MAIN-2024-10-part-00023.jsonl,2024,23,218027,242549320,151489456,970524581,948.9618492126465,1112.4737761836836,0.6245717613226044
CC-MAIN-2023-23-part-00041.jsonl,2023,41,242546,242254410,155896556,969381592,949.4394683837891,998.7977950574324,0.6435241199530691
CC-MAIN-2022-05-part-00007.jsonl,2022,7,276427,238151667,153631120,953021675,935.6393098831177,861.5354759122662,0.6450978149147283
CC-MAIN-2017-43-part-00019.jsonl,2017,19,297371,236269031,154080177,945521944,929.1010694503784,794.5261340211385,0.6521386926922301
CC-MAIN-2013-48-part-00018.jsonl,2013,18,338898,240664127,156578906,963164891,948.301513671875,710.1373481106409,0.6506117382421519
CC-MAIN-2020-16-part-00010.jsonl,2020,10,285410,234965055,151823087,940288231,923.6761465072632,823.2544584983007,0.6461517735052134
CC-MAIN-2014-35-part-00008.jsonl,2014,8,333506,234846775,151672209,939887012,925.4614019393921,704.1755620588535,0.6458347533194781
CC-MAIN-2017-43-part-00015.jsonl,2017,15,297645,236204875,154193220,945265972,929.1215677261353,793.5791798955131,0.6527944014703337
CC-MAIN-2016-36-part-00001.jsonl,2016,1,285394,236879245,153373945,947945039,930.8417444229126,830.0077962395845,0.6474773465273413
CC-MAIN-2024-30-part-00043.jsonl,2024,43,219907,242073616,149673522,968623814,947.2688903808594,1100.7999563451822,0.6182975430085698
CC-MAIN-2022-40-part-00020.jsonl,2022,20,261421,241798720,156570191,967587101,948.8184604644775,924.9399244896164,0.6475228280778327
CC-MAIN-2015-18-part-00002.jsonl,2015,2,312905,239767374,154573644,959538418,943.6186590194702,766.2625205733369,0.6446817238779118
CC-MAIN-2019-04-part-00013.jsonl,2019,13,301391,232769911,149888884,931531476,916.3315124511719,772.31871887349,0.6439358221003058
CC-MAIN-2018-05-part-00014.jsonl,2018,14,308847,239774149,156143526,959560331,943.5699300765991,776.352527303163,0.6512108442516045
CC-MAIN-2024-22-part-00076.jsonl,2024,76,217500,242113832,150316943,968781039,947.1121187210083,1113.167043678161,0.6208523559281818
CC-MAIN-2021-49-part-00029.jsonl,2021,29,280358,242169086,155747199,969097589,951.7101144790649,863.7851818032658,0.6431341075466586
CC-MAIN-2021-21-part-00024.jsonl,2021,24,251520,240552351,155509450,962587203,942.5802087783813,956.3945252862595,0.6464682193025002
CC-MAIN-2022-33-part-00022.jsonl,2022,22,276701,242202030,156112904,969223190,951.4086790084839,875.3203999985544,0.6445565464500855
CC-MAIN-2017-47-part-00014.jsonl,2017,14,297471,235865228,153621631,943907220,927.8623914718628,792.9015870454599,0.6513110571771097
CC-MAIN-2018-34-part-00007.jsonl,2018,7,299108,237178751,152367482,949163885,932.3287858963013,792.953551894299,0.6424162424229986
CC-MAIN-2018-13-part-00002.jsonl,2018,2,309847,241892992,156935579,968036767,951.3821020126343,780.6852801543988,0.6487810072645677
CC-MAIN-2021-31-part-00003.jsonl,2021,3,257886,238739595,154601061,955344937,935.928466796875,925.7563225611317,0.6475719329254956
CC-MAIN-2024-22-part-00084.jsonl,2024,84,218429,242100977,150403302,968732389,947.0912685394287,1108.3737827852528,0.621242028279795
CC-MAIN-2018-39-part-00000.jsonl,2018,0,302101,235250436,151488272,941455097,925.4068965911865,778.7145226265388,0.6439447024021668
CC-MAIN-2018-34-part-00004.jsonl,2018,4,297347,237243552,152543383,949419128,932.3731298446655,797.8676495811292,0.6429822084268912
CC-MAIN-2014-23-part-00003.jsonl,2014,3,335894,233444423,150776720,934280828,920.2736015319824,694.9943226136817,0.6458784410540405
CC-MAIN-2021-21-part-00014.jsonl,2021,14,251914,240493488,155361759,962351680,942.5767087936401,954.6650364807037,0.6460123319430587
CC-MAIN-2018-39-part-00010.jsonl,2018,10,297011,235286330,151498882,941590246,925.3963804244995,792.1805253004097,0.6438915597008972
CC-MAIN-2020-40-part-00004.jsonl,2020,4,302935,236949281,152701197,948251430,932.3978023529053,782.178622476769,0.64444676242761
CC-MAIN-2022-40-part-00009.jsonl,2022,9,262346,241801650,156511418,967601387,948.7749681472778,921.6898675794562,0.6472719189467897
CC-MAIN-2024-26-part-00082.jsonl,2024,82,218129,241360700,149765038,965770164,944.477047920227,1106.5044079420893,0.6205029982097334
CC-MAIN-2019-30-part-00002.jsonl,2019,2,295145,242491752,156353192,970410191,953.6225728988647,821.6021006623863,0.6447773613347476
CC-MAIN-2024-18-part-00026.jsonl,2024,26,219391,242536646,150827944,970475987,948.9273128509521,1105.4995236814636,0.6218769265903017
CC-MAIN-2023-40-part-00011.jsonl,2023,11,226376,242062355,153197779,968588318,947.5468549728394,1069.293365904513,0.6328856009022964
CC-MAIN-2019-43-part-00008.jsonl,2019,8,292519,236970544,152577594,948322166,932.2203950881958,810.1030839022422,0.6438673407442572
